molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,assay_chembl_id,assay_type,target_chembl_id,target_pref_name,document_chembl_id,src_id,data_validity_comment,is_active,safety_category,target_common_name,activity_class,activity_class_label
CHEMBL3947301,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CO)c1ccc(F)cc1,IC50,=,2650.0,nM,5.58,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3946972,O=C(Nc1ccc(F)cc1)N1N=C(c2ccccc2)CC1(CCO)c1ccccc1,IC50,=,1940.0,nM,5.71,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3969496,COCCOc1ccc(C2(CCO)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,IC50,=,6300.0,nM,5.2,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3910259,Cc1ccc(C2(CCO)CC(c3ccncc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,IC50,=,8600.0,nM,5.07,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3966824,COc1ccc(C2=NN(C(=O)Nc3ccc(Cl)cc3)[C@](CCO)(c3cccnc3)C2)cc1,IC50,=,5700.0,nM,5.24,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3928071,COc1ccc([C@]2(CCO)CC(c3cccnc3)=NN2C(=O)Nc2ccc(Br)cc2)cc1,IC50,=,4800.0,nM,5.32,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3902564,Cc1ccc(C2(CCN3CCOCC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,IC50,=,5900.0,nM,5.23,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3930559,Cc1ccc(C2(CCN(C)C)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,IC50,=,2200.0,nM,5.66,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3893591,Cc1ccc(C2(CCN3CCN(C)CC3)CC(c3ccccc3)=NN2C(=O)Nc2ccc(F)cc2)cc1,IC50,=,3600.0,nM,5.44,,CHEMBL3855325,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3853331,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3905835,Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cc1,IC50,=,21000.0,nM,4.68,,CHEMBL3865494,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3864182,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3909872,Cc1cc(-c2cc(OC(F)(F)F)ccc2Cl)cc(C)c1OCCCC(=O)O,IC50,=,12840.0,nM,4.89,,CHEMBL3868264,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3867472,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3896657,O=C(O)CCc1cc2cc(-c3cc(OC(F)(F)F)ccc3F)ccc2o1,IC50,=,15090.0,nM,4.82,,CHEMBL3868264,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3867472,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3980898,CO[C@H]1C[C@H](Oc2cc(F)c(F)c(-c3ccc4c(c3)CC[C@H](CCC(=O)O)O4)n2)C1,IC50,=,28000.0,nM,4.55,,CHEMBL3872166,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3871307,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3963788,Cc1nnc2sc(C(=O)NCc3ccc(S(=O)(=O)C(F)F)cc3)c(N)c2c1C,IC50,=,5700.0,nM,5.24,,CHEMBL3874723,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3872258,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4084542,C[C@H](NC(=O)c1c(CN2CCC(N3CCCCC3)CC2)c(-c2cccc(C(F)(F)F)c2)nc2ccccc12)c1ccccc1,IC50,=,4500.0,nM,5.35,,CHEMBL3997716,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3994677,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4097019,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12,IC50,=,15000.0,nM,4.82,,CHEMBL3999907,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3997842,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4074833,C[C@]1(C(=O)O)CCC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,IC50,=,13000.0,nM,4.89,,CHEMBL3999907,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3997842,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4068919,C[C@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,IC50,=,19000.0,nM,4.72,,CHEMBL3999907,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3997842,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4096195,CC(C)[C@@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,IC50,=,8000.0,nM,5.1,,CHEMBL3999907,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3997842,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4079697,C[C@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn32)CC1,IC50,=,15000.0,nM,4.82,,CHEMBL3999907,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3997842,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4103954,C[C@H]1CC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)CN1C(=O)C1CC1,IC50,=,4500.0,nM,5.35,,CHEMBL3999907,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL3997842,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4209001,CCNCCc1c(C(=O)NCc2ccccc2OCC(F)(F)F)nn(-c2ccccc2)c1-c1ccccc1,IC50,=,860.0,nM,6.07,,CHEMBL4180583,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177627,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4202587,CC(C)OCc1ccccc1CNC(=O)c1c2c(c(Cl)n1C)CC(C)(C)CC2,IC50,=,2730.0,nM,5.56,,CHEMBL4180610,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177630,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4205005,CN(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(F)c(F)c3)n2)cc1,IC50,=,7100.0,nM,5.15,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4218608,CC(C)(C)c1ccc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)cc1,IC50,=,2420.0,nM,5.62,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4217292,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,IC50,=,2410.0,nM,5.62,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4208907,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,IC50,=,3310.0,nM,5.48,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4204573,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCCC(F)(F)F,IC50,=,2080.0,nM,5.68,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4212176,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OC(F)(F)F,IC50,=,1480.0,nM,5.83,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4207291,CCc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,IC50,=,1100.0,nM,5.96,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4211644,O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1,IC50,=,2800.0,nM,5.55,,CHEMBL4181722,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4177680,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4590062,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ncn5c6cccc(F)c6cc5c4n3)cc12,IC50,=,22000.0,nM,4.66,,CHEMBL4312207,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4311939,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3901713,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4ccn5c6cccc(F)c6cc5c4n3)cc12,IC50,=,18000.0,nM,4.75,,CHEMBL4312207,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4311939,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3947779,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12,IC50,=,18000.0,nM,4.75,,CHEMBL4312207,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4311939,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4551786,CCOC(=O)N1CC/C(=C\C#Cc2cccc(C)n2)C1,IC50,=,16230.0,nM,4.79,,CHEMBL4413490,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4411314,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4786331,Cc1nc2c(=O)n(C3CC3)c3c(Cl)c(N4CC[C@@H]([C@H](C)N)C4)c(F)cc3c2o1,IC50,=,93600.0,nM,4.03,,CHEMBL4700516,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4699433,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4741793,C[C@H](NC(=O)c1cc(C(F)(F)F)nn1C)c1nc(-c2ccnc(C(F)(F)F)c2)no1,IC50,=,10700.0,nM,4.97,,CHEMBL4714791,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4706729,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3657473,COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,IC50,=,17000.0,nM,4.77,,CHEMBL4843635,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4842348,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3657502,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N(C)C)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,IC50,=,17000.0,nM,4.77,,CHEMBL4843635,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4842348,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3657536,COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ncc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,IC50,=,7000.0,nM,5.16,,CHEMBL4843635,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4842348,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4871292,COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,IC50,=,16000.0,nM,4.8,,CHEMBL4843635,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4842348,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4848777,COc1ccc(CCC(=O)O)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,IC50,=,7000.0,nM,5.16,,CHEMBL4843635,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4842348,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3933320,COc1ccc([C@H]2C[C@H](C(=O)O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,IC50,=,4000.0,nM,5.4,,CHEMBL4843635,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4842348,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3657523,COc1ccc([C@@H]2C[C@@H](O)[C@@H](O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,IC50,=,7000.0,nM,5.16,,CHEMBL4843635,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4842348,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL3318147,CSCC[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(N)=O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2,IC50,=,1400.0,nM,5.85,,CHEMBL5041214,A,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5038633,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5082711,CCNC(=N)NC(=O)Nc1c(CC)cccc1CC,IC50,=,8350.0,nM,5.08,,CHEMBL5041659,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5038650,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5076143,CCNC(=N)NC(=O)Nc1c(CC)cc(C(=O)NCc2ccccc2)cc1CC,IC50,=,22500.0,nM,4.65,,CHEMBL5041659,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5038650,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5191783,C[C@H]1C[C@@H](N2C(=N)N[C@](C)(c3cccc(Nc4ccc(C5CC5)nc4)c3Cl)CC2=O)CCO1,IC50,=,27000.0,nM,4.57,,CHEMBL5112474,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5108065,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5184933,CNCC[C@@](O)(c1cccc2ccccc12)[C@H](c1ccccc1)c1cc2cc(Br)ccc2nc1OC,IC50,=,750.0,nM,6.12,,CHEMBL5116305,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5113423,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5204231,C[C@]1(CN2Cc3nc(-c4ccc(F)cc4)sc3C2)Cn2cc([N+](=O)[O-])nc2O1,IC50,=,13300.0,nM,4.88,,CHEMBL5117278,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5113463,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5172865,Cn1nc(C(=O)OCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1COc1cccc([C@@H](NC(=O)O[C@H]2CN3CCC2CC3)c2ccccc2)c1,IC50,=,50000.0,nM,4.3,,CHEMBL5129832,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5126603,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5198665,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CS(=O)(=O)[C@@](C)(C(F)F)C(=N)N2)n1,IC50,=,7059.0,nM,5.15,,CHEMBL5133284,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5131410,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5282689,CSc1c(C#N)c(=O)c2ccc(F)cc2n1-c1c(Cl)cccc1Cl,IC50,=,24200.0,nM,4.62,,CHEMBL5255854,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5252622,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4636881,CC(=O)Nc1c(F)cc(C(=O)N[C@H]2CC[C@H](O)CC2)cc1O[C@@H](C)c1ccccc1,IC50,=,100000.0,nM,4.0,,CHEMBL5303798,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4630908,54,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL4635134,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,IC50,=,79432.82,nM,4.1,,CHEMBL5303846,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL4630909,54,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL3955188,COc1ccc(-c2cc(C(N)=O)nc3cc(CCc4cnc(C)nc4)ccc23)c(F)c1,IC50,=,5100.0,nM,5.29,,CHEMBL5328187,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5325482,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5400099,C=C(NCC)NC(=O)Nc1c(CC)cccc1CC,IC50,=,8400.0,nM,5.08,,CHEMBL5363738,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5360611,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5428619,CCNc1cccc(Nc2c(CC)cccc2CC)n1,IC50,=,8100.0,nM,5.09,,CHEMBL5363738,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5360611,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5404418,CCNc1ccc(C(F)(F)F)c(Nc2c(CC)cccc2CC)n1,IC50,=,15000.0,nM,4.82,,CHEMBL5363738,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5360611,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5437318,CCNc1cc(OC)cc(Nc2c(CC)cccc2CC)n1,IC50,=,3400.0,nM,5.47,,CHEMBL5363738,T,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5360611,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL4109210,Cn1cc(-c2cc(C(N)=O)nc3cc(CN4CCO[C@@H](C(F)(F)F)C4)ccc23)cn1,IC50,=,22000.0,nM,4.66,,CHEMBL5365208,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5360658,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5570267,NS(=O)(=O)c1cccc(NC(=O)c2cc(C(F)(F)F)cnc2N2CCC(F)(F)CC2)c1,IC50,=,27000.0,nM,4.57,,CHEMBL5536527,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5532744,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5593803,COc1cc(NC(=O)Cc2ccc(Cl)cc2)ccc1C[C@H]1COC(=O)N1,IC50,=,12900.0,nM,4.89,,CHEMBL5582149,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5579865,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5594097,COc1nc(NC(=O)Cc2ccc(Cl)cc2)ccc1C[C@H]1COC(=O)N1,IC50,=,13500.0,nM,4.87,,CHEMBL5582149,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5579865,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5593641,COc1cc(NC(=O)Cc2ccc(Cl)cc2Cl)ccc1C[C@H]1COC(=O)N1,IC50,=,9600.0,nM,5.02,,CHEMBL5582149,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5579865,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5594613,COc1cc(NC(=O)Cc2ccc(C(F)(F)F)cc2)ccc1C[C@H]1COC(=O)N1,IC50,=,7600.0,nM,5.12,,CHEMBL5582149,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5579865,1,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5593547,COc1cc(NC(=O)Cc2ccc(Br)cc2)ccc1C[C@H]1COC(=O)N1,IC50,=,11100.0,nM,4.96,,CHEMBL5582149,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5579865,1,,0,Cardiac Safety,Cav1.2,1,less_potent
CHEMBL5917261,CC(C)(C)NC(=O)CN1CC(Cc2nc3c(C(F)(F)F)cc(C(F)(F)F)cc3[nH]2)C1,IC50,=,6120.0,nM,5.21,469862,CHEMBL5730616,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5725348,37,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL6025530,CC1(NC(=O)CN2CC(Cc3nc4c(C(F)(F)F)cc(C(F)(F)F)cc4[nH]3)C2)CCC1,IC50,=,3900.0,nM,5.41,469863,CHEMBL5730616,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5725348,37,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL5988444,CC(C)(C)CC(=O)NCc1nc2cc(C(F)(F)F)cc(C(F)(F)F)c2[nH]1,IC50,=,6000.0,nM,5.22,469895,CHEMBL5730616,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5725348,37,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL6034626,FC(F)(F)Cc1nc2c(C(F)(F)F)cc(C(F)(F)F)cc2[nH]1,IC50,=,7500.0,nM,5.12,469899,CHEMBL5730616,B,CHEMBL1940,Voltage-dependent L-type calcium channel subunit alpha-1C,CHEMBL5725348,37,,1,Cardiac Safety,Cav1.2,2,potent
CHEMBL382617,Cc1ccn2c(CCc3nnc4cc(C)ccn34)nnc2c1,IC50,=,100000.0,nM,4.0,,CHEMBL862798,B,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,CHEMBL1147744,1,,0,Cardiac Safety,Nav1.5,1,less_potent
CHEMBL383475,O=C(O)C(Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,IC50,=,50000.0,nM,4.3,,CHEMBL862798,B,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,CHEMBL1147744,1,,0,Cardiac Safety,Nav1.5,1,less_potent
CHEMBL418052,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,=,2000.0,nM,5.7,,CHEMBL1036408,B,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,CHEMBL1151871,1,,1,Cardiac Safety,Nav1.5,2,potent
CHEMBL561047,Nc1nccc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,IC50,=,45000.0,nM,4.35,,CHEMBL1036408,B,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,CHEMBL1151871,1,,0,Cardiac Safety,Nav1.5,1,less_potent
CHEMBL552309,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,=,1500.0,nM,5.82,,CHEMBL1036408,B,CHEMBL1993,DNA (cytosine-5)-methyltransferase 1,CHEMBL1151871,1,,1,Cardiac Safety,Nav1.5,2,potent
